0, 0.54, -96.09611308254443
1, 0.55, -96.28357560846918
2, 0.56, -96.46206009687234
3, 0.57, -96.63206108816128
4, 0.58, -96.79404032902207
5, 0.59, -96.94842954379622
6, 0.6, -97.09563286252597
7, 0.61, -97.23602903694525
8, 0.62, -97.36997338882479
9, 0.63, -97.49779956256104
10, 0.64, -97.61982114216293
11, 0.65, -97.73633307527889
12, 0.66, -97.84761297941624
13, 0.67, -97.9539223339592
14, 0.68, -98.05550758180104
15, 0.69, -98.15260112250641
16, 0.7, -98.24542223073671
17, 0.71, -98.33417791474491
18, 0.72, -98.41906369914925
19, 0.73, -98.50026435849364
20, 0.74, -98.57795458841242
21, 0.75, -98.65229963716043
22, 0.76, -98.72345588195657
23, 0.77, -98.79157139019777
24, 0.78, -98.85678641882144
25, 0.79, -98.9192338801942
26, 0.8, -98.97903978871707
27, 0.81, -99.03632367737512
28, 0.82, -99.09119896997566
29, 0.83, -99.14377335071418
30, 0.84, -99.19414909248597
31, 0.85, -99.24242336425931
32, 0.86, -99.28868853537067
33, 0.87, -99.33303244364107
34, 0.88, -99.37553863724933
35, 0.89, -99.41628662758593
36, 0.9, -99.45535210717051
37, 0.91, -99.49280715855838
38, 0.92, -99.5287204514556
39, 0.93, -99.56315741662097
40, 0.94, -99.5961804316762
41, 0.95, -99.62784896929436
42, 0.96, -99.65821975946622
43, 0.97, -99.68734691924674
44, 0.98, -99.71528209759545
45, 0.99, -99.7420745935883
46, 1.0, -99.7677714804883
47, 1.01, -99.7924177081639
48, 1.02, -99.8160562308658
49, 1.03, -99.83872805900447
50, 1.04, -99.86047241948108
51, 1.05, -99.88132678310258
52, 1.06, -99.90132698344884
53, 1.07, -99.92050728169215
54, 1.08, -99.93890045126585
55, 1.09, -99.95653784379147
56, 1.1, -99.97344944677195
57, 1.11, -99.98966397444198
58, 1.12, -100.0052088900859
59, 1.13, -100.02011050089952
60, 1.14, -100.03439398355597
61, 1.15, -100.04808345704835
62, 1.16, -100.06120202067366
63, 1.17, -100.07377180356139
64, 1.18, -100.0858140087922
65, 1.19, -100.09734895133646
66, 1.2, -100.10839611631818
67, 1.21, -100.11897416682399
68, 1.22, -100.1291010121672
69, 1.23, -100.13879381929216
70, 1.24, -100.14806905824773
71, 1.25, -100.15694253074776
72, 1.26, -100.16542939337862
73, 1.27, -100.17354420184603
74, 1.28, -100.18130091983456
75, 1.29, -100.18871295170709
76, 1.3, -100.19579317744186
77, 1.31, -100.20255395948594
78, 1.32, -100.20900717299114
79, 1.33, -100.21516423053002
80, 1.34, -100.22103609575942
81, 1.35, -100.22663330395451
82, 1.36, -100.2319659783519
83, 1.37, -100.23704386070237
84, 1.38, -100.2418763083852
85, 1.39, -100.24647232085832
86, 1.4, -100.25084056007493
87, 1.41, -100.25498934500473
88, 1.42, -100.25892669709181
89, 1.43, -100.26266031652915
90, 1.44, -100.266197626725
91, 1.45, -100.26954576022774
92, 1.46, -100.27271159931256
93, 1.47, -100.27570174776275
94, 1.48, -100.27852258573118
95, 1.49, -100.28118024382651
96, 1.5, -100.28368062763279
97, 1.51, -100.28602943262338
98, 1.52, -100.28823213459687
99, 1.53, -100.29029401981676
100, 1.54, -100.29222017298207
101, 1.55, -100.29401550244226
102, 1.56, -100.2956847333968
103, 1.57, -100.29723242008039
104, 1.58, -100.29866295543418
105, 1.59, -100.29998057377347
106, 1.6, -100.30118936400895
107, 1.61, -100.30229325717058
108, 1.62, -100.30329605136322
109, 1.63, -100.304201417433
110, 1.64, -100.3050128816919
111, 1.65, -100.3057338563228
112, 1.66, -100.30636763220703
113, 1.67, -100.3069173835565
114, 1.68, -100.30738617470502
115, 1.69, -100.30777696189745
116, 1.7, -100.30809260640176
117, 1.71, -100.30833585434445
118, 1.72, -100.30850937461346
119, 1.76, -100.30855623920576
120, 1.8, -100.30767786479267
121, 1.84, -100.30600584739815
122, 1.88, -100.30365495540093
123, 1.92, -100.30072542047868
124, 1.96, -100.29730489425658
125, 2.0, -100.29347011191716
126, 2.04, -100.28928833306043
127, 2.08, -100.28481854475721
128, 2.12, -100.28011252214405
129, 2.16, -100.27521573702184
130, 2.2, -100.2701681166702
131, 2.24, -100.26500474088574
132, 2.28, -100.25975641285352
133, 2.32, -100.25445019645522
134, 2.36, -100.24910986229587
135, 2.4, -100.24375630749996
136, 2.44, -100.23840790430239
137, 2.48, -100.23308084763366
138, 2.52, -100.22778942378207
139, 2.56, -100.22254628340065
140, 2.6, -100.21736265121585
141, 2.64, -100.21224853877915
142, 2.68, -100.20721290685833
143, 2.72, -100.20226379983147
144, 2.76, -100.19740848128299
145, 2.8, -100.19265351433295
146, 2.84, -100.1880048309007
147, 2.88, -100.18346778697243
148, 2.92, -100.17904718592597
149, 2.96, -100.17474731782293
150, 3.0, -100.17057192973937
151, 3.04, -100.16652425214657
152, 3.08, -100.16260697771628
153, 3.12, -100.15882225985526
154, 3.16, -100.15517169432304
155, 3.2, -100.15165633657318
156, 3.24, -100.14827668485201
157, 3.28, -100.14503270927422
158, 3.32, -100.14192384626443
