159, 3.36, -100.13894905238823
160, 3.4, -100.1361068009995
161, 3.44, -100.13339513384268
162, 3.48, -100.13081168896575
163, 3.52, -100.12835375866673
164, 3.56, -100.12601830147283
165, 3.6, -100.12380201146419
166, 3.64, -100.12170134269878
167, 3.68, -100.11971256312972
168, 3.72, -100.11783179533218
169, 3.76, -100.11605503354998
170, 3.8, -100.11437821776144
171, 3.84, -100.1127972236558
172, 3.88, -100.11130793092087
173, 3.92, -100.10990622564206
174, 3.96, -100.108588031203
175, 4.0, -100.10734932987337
176, 4.04, -100.10618618970618
177, 4.08, -100.1050947544555
178, 4.12, -100.1040712824251
179, 4.16, -100.10311215100259
180, 4.2, -100.10221384395261
181, 4.24, -100.10137298152867
182, 4.28, -100.10058630905135
183, 4.32, -100.09985071042529
184, 4.36, -100.09916320169133
185, 4.4, -100.09852093238713
186, 4.44, -100.0979211813034
187, 4.48, -100.09736136827287
188, 4.52, -100.09683903223073
189, 4.56, -100.09635183847071
190, 4.6, -100.09589758299595
191, 4.64, -100.09547417322405
192, 4.68, -100.0950796350027
193, 4.72, -100.09471210310346
194, 4.76, -100.09436981930877
195, 4.8, -100.09405112718711
196, 4.84, -100.09375446730341
197, 4.88, -100.09347837862435
198, 4.92, -100.09322148434642
199, 4.96, -100.09298249702272
200, 5.0, -100.09276020264457
201, 5.04, -100.09255346568536
202, 5.08, -100.092361234498
203, 5.12, -100.09218251171416
204, 5.16, -100.09201637228955
205, 5.2, -100.09186194308884
206, 5.24, -100.09171842511006
207, 5.28, -100.09158505581381
208, 5.32, -100.09146113494893
209, 5.36, -100.09134600301947
210, 5.4, -100.09123905059425
211, 5.44, -100.0911397011531
212, 5.48, -100.09104743007889
213, 5.52, -100.09096173791323
214, 5.56, -100.09088216472661
215, 5.6, -100.09080828274776
216, 5.64, -100.09073968864232
217, 5.68, -100.09067601239336
218, 5.72, -100.09061690494312
219, 5.76, -100.09056204887179
220, 5.8, -100.0905111395855
221, 5.84, -100.09046390074717
222, 5.88, -100.09042006708415
223, 5.92, -100.09037939990603
224, 5.96, -100.09034167485642
225, 6.0, -100.09030667725027
226, 6.04, -100.09027421439309
227, 6.08, -100.09024410772851
228, 6.12, -100.09021618257778
229, 6.16, -100.09019028175662
230, 6.2, -100.09016626237086
231, 6.24, -100.09014398787595
232, 6.28, -100.0901233278641
233, 6.32, -100.09010416787662
234, 6.36, -100.09008639132651
235, 6.4, -100.09006990295282
236, 6.44, -100.0900546072733
237, 6.48, -100.09004041799375
238, 6.52, -100.09002724855212
239, 6.56, -100.09001502185892
240, 6.6, -100.09000367535936
241, 6.64, -100.08999313588309
242, 6.68, -100.0899833520042
243, 6.72, -100.08997425787439
244, 6.76, -100.08996580813087
245, 6.8, -100.08995795549501
246, 6.84, -100.08995065216332
247, 6.88, -100.08994385675831
248, 6.92, -100.08993753450399
249, 6.96, -100.08993164978281
250, 7.0, -100.08992616606318
251, 7.04, -100.08992105909829
252, 7.08, -100.08991629958403
253, 7.12, -100.08991186299484
254, 7.16, -100.08990772179403
255, 7.2, -100.08990386015604
256, 7.24, -100.08990025273661
257, 7.28, -100.08989688632906
258, 7.32, -100.08989374059118
259, 7.36, -100.08989079819757
260, 7.4, -100.0898880500053
261, 7.44, -100.08988548065732
262, 7.48, -100.08988307784466
263, 7.52, -100.08988082702658
264, 7.56, -100.08987872277437
265, 7.6, -100.08987674903658
266, 7.64, -100.08987490346205
267, 7.68, -100.08987317587282
268, 7.72, -100.08987155332086
269, 7.76, -100.08987003544439
270, 7.8, -100.08986861409015
271, 7.84, -100.089867281038
272, 7.88, -100.08986603274373
273, 7.92, -100.08986486089624
274, 7.96, -100.08986376068323
275, 8.0, -100.08986273191577
276, 8.04, -100.08986176660913
277, 8.08, -100.08986086016893
278, 8.12, -100.0898600128004
279, 8.16, -100.08985921378118
280, 8.2, -100.08985846848103
281, 8.24, -100.08985776846197
282, 8.28, -100.08985711284427
283, 8.32, -100.08985649576948
284, 8.36, -100.08985591952703
285, 8.4, -100.0898553790115
286, 8.44, -100.08985487020848
287, 8.48, -100.08985439422337
288, 8.52, -100.08985394787035
289, 8.56, -100.08985353026591
290, 8.6, -100.08985313890328
291, 8.64, -100.0898527705745
292, 8.68, -100.08985242501272
293, 8.72, -100.08985210158752
294, 8.76, -100.089851797862
295, 8.8, -100.08985151659996
296, 8.84, -100.08985124769286
297, 8.88, -100.08985099946975
298, 8.92, -100.0898507654655
299, 8.96, -100.08985054712696
300, 9.0, -100.08985034132192
301, 9.04, -100.0898501498096
302, 9.08, -100.08984996897314
303, 9.12, -100.08984979759946
304, 9.16, -100.08984963887892
305, 9.2, -100.08984949135623
306, 9.24, -100.08984935220852
307, 9.28, -100.08984921881202
308, 9.32, -100.08984909682906
309, 9.36, -100.08984898362549
310, 9.4, -100.0898488734483
